sample_id,dataset,dataset_key,cell_id,diagnostic_round,soc_percent,temperature_c,source_matrix_file,pseudo_soh_label_percent,pseudo_soh_label_percent_expected_rmse,pseudo_label_task,pseudo_label_status,pseudo_label_quality_verdict,pseudo_label_uncertainty_tier,pseudo_label_weight,pseudo_label_weight_rule,confidence_note
post_dib_selected::stanford::111,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_V4_Ch1,9,50.0,23.29077911376953,cleaned_training_set_v2.csv,92.48626360362593,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::112,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_V4_Ch1,9,20.0,23.29077911376953,cleaned_training_set_v2.csv,84.51470502737698,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::113,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_W10_Ch6,9,80.0,22.89654922485352,cleaned_training_set_v2.csv,92.79744592765569,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::114,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_W10_Ch6,9,50.0,22.89654922485352,cleaned_training_set_v2.csv,95.26856207752975,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::115,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_W10_Ch6,9,20.0,22.89654922485352,cleaned_training_set_v2.csv,85.18428844871733,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::116,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_W8_Ch4,9,80.0,22.95492156626776,cleaned_training_set_v2.csv,92.73950772659747,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::117,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_W8_Ch4,9,50.0,22.95492156626776,cleaned_training_set_v2.csv,94.86918557440325,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::118,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_W8_Ch4,9,20.0,22.95492156626776,cleaned_training_set_v2.csv,84.5048877143953,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::119,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_W9_Ch5,9,80.0,23.18080711364746,cleaned_training_set_v2.csv,93.77332318886425,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::120,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_W9_Ch5,9,50.0,23.18080711364746,cleaned_training_set_v2.csv,94.4592595635919,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::121,Stanford SECL INR21700-M50T,stanford_secl,Diag_9_W9_Ch5,9,20.0,23.18080711364746,cleaned_training_set_v2.csv,84.18766583688473,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::122,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_V4_Ch1,10,80.0,23.24600930079433,cleaned_training_set_v2.csv,91.21339090607651,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::123,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_V4_Ch1,10,50.0,23.24600930079433,cleaned_training_set_v2.csv,90.25706828978429,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::124,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_V4_Ch1,10,20.0,23.24600930079433,cleaned_training_set_v2.csv,81.44124407159367,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::125,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_W10_Ch6,10,80.0,22.94287109375,cleaned_training_set_v2.csv,92.0084248184925,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::126,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_W10_Ch6,10,50.0,22.94287109375,cleaned_training_set_v2.csv,93.78100706568975,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::127,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_W10_Ch6,10,20.0,22.94287109375,cleaned_training_set_v2.csv,85.6873944312694,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::128,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_W8_Ch4,10,80.0,23.00533482678013,cleaned_training_set_v2.csv,92.3722381693029,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::129,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_W8_Ch4,10,50.0,23.00533482678013,cleaned_training_set_v2.csv,93.8814777646501,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::130,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_W8_Ch4,10,20.0,23.00533482678013,cleaned_training_set_v2.csv,84.0993325035514,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::131,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_W9_Ch5,10,80.0,23.21787643432617,cleaned_training_set_v2.csv,92.26789318354794,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::132,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_W9_Ch5,10,50.0,23.21787643432617,cleaned_training_set_v2.csv,92.98083157213891,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::133,Stanford SECL INR21700-M50T,stanford_secl,Diag_10_W9_Ch5,10,20.0,23.21787643432617,cleaned_training_set_v2.csv,84.8311556373226,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::134,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_V4_Ch1,11,80.0,23.138307571411133,cleaned_training_set_v2.csv,92.50166895846502,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::135,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_V4_Ch1,11,50.0,23.138307571411133,cleaned_training_set_v2.csv,91.75402478508637,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::136,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_V4_Ch1,11,20.0,23.138307571411133,cleaned_training_set_v2.csv,81.56297880576771,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::137,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_W10_Ch6,11,80.0,23.073604583740234,cleaned_training_set_v2.csv,92.1887631253708,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::138,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_W10_Ch6,11,50.0,23.073604583740234,cleaned_training_set_v2.csv,92.79442640534276,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::139,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_W10_Ch6,11,20.0,23.073604583740234,cleaned_training_set_v2.csv,84.758758207313,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::140,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_W8_Ch4,11,80.0,23.14408964272667,cleaned_training_set_v2.csv,91.21764989662672,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::141,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_W8_Ch4,11,50.0,23.14408964272667,cleaned_training_set_v2.csv,89.84344624264624,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::142,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_W8_Ch4,11,20.0,23.14408964272667,cleaned_training_set_v2.csv,84.32223932001673,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::143,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_W9_Ch5,11,80.0,23.54464530944824,cleaned_training_set_v2.csv,90.95733367347081,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::144,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_W9_Ch5,11,50.0,23.54464530944824,cleaned_training_set_v2.csv,89.60002696914198,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::145,Stanford SECL INR21700-M50T,stanford_secl,Diag_11_W9_Ch5,11,20.0,23.54464530944824,cleaned_training_set_v2.csv,81.69547234448825,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::146,Stanford SECL INR21700-M50T,stanford_secl,Diag_12_W10_Ch6,12,80.0,22.70770310869217,cleaned_training_set_v2.csv,92.11781910420679,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::147,Stanford SECL INR21700-M50T,stanford_secl,Diag_12_W10_Ch6,12,50.0,22.70770310869217,cleaned_training_set_v2.csv,93.73654319622588,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::148,Stanford SECL INR21700-M50T,stanford_secl,Diag_12_W10_Ch6,12,20.0,22.70770310869217,cleaned_training_set_v2.csv,85.42173185310682,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::149,Stanford SECL INR21700-M50T,stanford_secl,Diag_12_W8_Ch4,12,80.0,22.763497540034585,cleaned_training_set_v2.csv,91.00251843537556,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::150,Stanford SECL INR21700-M50T,stanford_secl,Diag_12_W8_Ch4,12,50.0,22.763497540034585,cleaned_training_set_v2.csv,92.90662657417393,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::151,Stanford SECL INR21700-M50T,stanford_secl,Diag_12_W8_Ch4,12,20.0,22.763497540034585,cleaned_training_set_v2.csv,83.03659876417966,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::152,Stanford SECL INR21700-M50T,stanford_secl,Diag_12_W9_Ch5,12,80.0,23.03702163696289,cleaned_training_set_v2.csv,90.15868045557758,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::153,Stanford SECL INR21700-M50T,stanford_secl,Diag_12_W9_Ch5,12,50.0,23.03702163696289,cleaned_training_set_v2.csv,91.8027486866097,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::154,Stanford SECL INR21700-M50T,stanford_secl,Diag_12_W9_Ch5,12,20.0,23.03702163696289,cleaned_training_set_v2.csv,82.21896242385334,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::155,Stanford SECL INR21700-M50T,stanford_secl,Diag_13_W10_Ch6,13,80.0,23.16465377807617,cleaned_training_set_v2.csv,91.4881036459613,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::156,Stanford SECL INR21700-M50T,stanford_secl,Diag_13_W10_Ch6,13,50.0,23.16465377807617,cleaned_training_set_v2.csv,93.82875798171273,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::157,Stanford SECL INR21700-M50T,stanford_secl,Diag_13_W10_Ch6,13,20.0,23.16465377807617,cleaned_training_set_v2.csv,81.70875263549355,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::158,Stanford SECL INR21700-M50T,stanford_secl,Diag_13_W8_Ch4,13,80.0,23.21324348449707,cleaned_training_set_v2.csv,90.85120426510139,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::159,Stanford SECL INR21700-M50T,stanford_secl,Diag_13_W8_Ch4,13,50.0,23.21324348449707,cleaned_training_set_v2.csv,92.68317099919332,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::160,Stanford SECL INR21700-M50T,stanford_secl,Diag_13_W8_Ch4,13,20.0,23.21324348449707,cleaned_training_set_v2.csv,81.80436111155855,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::161,Stanford SECL INR21700-M50T,stanford_secl,Diag_13_W9_Ch5,13,80.0,23.55087852478028,cleaned_training_set_v2.csv,90.15433195740908,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::162,Stanford SECL INR21700-M50T,stanford_secl,Diag_13_W9_Ch5,13,50.0,23.55087852478028,cleaned_training_set_v2.csv,92.11073774804933,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::163,Stanford SECL INR21700-M50T,stanford_secl,Diag_13_W9_Ch5,13,20.0,23.55087852478028,cleaned_training_set_v2.csv,83.25014918626161,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::164,Stanford SECL INR21700-M50T,stanford_secl,Diag_14_W10_Ch6,14,80.0,23.003639221191406,cleaned_training_set_v2.csv,91.79447738029715,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::165,Stanford SECL INR21700-M50T,stanford_secl,Diag_14_W10_Ch6,14,50.0,23.003639221191406,cleaned_training_set_v2.csv,93.61713821259295,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::166,Stanford SECL INR21700-M50T,stanford_secl,Diag_14_W10_Ch6,14,20.0,23.003639221191406,cleaned_training_set_v2.csv,84.76705234066276,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::167,Stanford SECL INR21700-M50T,stanford_secl,Diag_14_W8_Ch4,14,80.0,23.05885887145996,cleaned_training_set_v2.csv,89.86751768756783,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::168,Stanford SECL INR21700-M50T,stanford_secl,Diag_14_W8_Ch4,14,50.0,23.05885887145996,cleaned_training_set_v2.csv,92.30147793966029,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::169,Stanford SECL INR21700-M50T,stanford_secl,Diag_14_W8_Ch4,14,20.0,23.05885887145996,cleaned_training_set_v2.csv,82.11784849732092,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::170,Stanford SECL INR21700-M50T,stanford_secl,Diag_14_W9_Ch5,14,80.0,23.342674255371094,cleaned_training_set_v2.csv,89.44114205264718,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::171,Stanford SECL INR21700-M50T,stanford_secl,Diag_14_W9_Ch5,14,50.0,23.342674255371094,cleaned_training_set_v2.csv,90.8292805913716,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::172,Stanford SECL INR21700-M50T,stanford_secl,Diag_14_W9_Ch5,14,20.0,23.342674255371094,cleaned_training_set_v2.csv,83.12816100869843,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::173,Stanford SECL INR21700-M50T,stanford_secl,Diag_15_W10_Ch6,15,80.0,22.46529769897461,cleaned_training_set_v2.csv,90.48234109524293,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
post_dib_selected::stanford::174,Stanford SECL INR21700-M50T,stanford_secl,Diag_15_W10_Ch6,15,50.0,22.46529769897461,cleaned_training_set_v2.csv,90.49977621907723,33.552121641676344,pseudo_rpt_from_time_series_plus_eis,pseudo_label_not_measurement,supports_cross_dataset_transfer_head,development_cross_dataset,0.5,"Usable only as a down-weighted development pseudo-label, never as a measurement.",development confidence: cross-dataset masked folds beat baseline; still not a measurement
