member,data_stage,temperature_c,protocol,protocol_role,cell_id,extension,size_bytes,size_human
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_charge/60403.mat,Processed Data,25,C20_Charge,low-rate charge characterization,60403,.mat,1088043,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_charge/60195.mat,Processed Data,25,C20_Charge,low-rate charge characterization,60195,.mat,1123575,1.1 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_charge/60644.mat,Processed Data,25,C20_Charge,low-rate charge characterization,60644,.mat,1100423,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_charge/60710.mat,Processed Data,25,C20_Charge,low-rate charge characterization,60710,.mat,1080135,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/59294.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,59294,.mat,21749,21.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/59485.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,59485,.mat,21848,21.3 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/59690.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,59690,.mat,21919,21.4 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/59861.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,59861,.mat,21923,21.4 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/59627.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,59627,.mat,1064030,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/60195.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,60195,.mat,22017,21.5 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/60031.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,60031,.mat,1078332,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/60644.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,60644,.mat,22140,21.6 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/60129.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,60129,.mat,1080845,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/60403.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,60403,.mat,1055894,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/C20_discharge/60710.mat,Processed Data,25,C20_Discharge,low-rate discharge characterization,60710,.mat,1057779,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/59294.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,59294,.mat,4159126,4.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/59485.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,59485,.mat,4157508,4.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/59627.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,59627,.mat,4114064,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/59690.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,59690,.mat,4157277,4.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/59861.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,59861,.mat,4146201,4.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/60031.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,60031,.mat,4120864,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/60195.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,60195,.mat,4144442,4.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/60129.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,60129,.mat,4112903,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/60403.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,60403,.mat,4145003,4.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/60644.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,60644,.mat,4140386,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_UDDS/60710.mat,Processed Data,25,DV_UDDS,variable-current drive-cycle discharge,60710,.mat,4119144,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/59294.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,59294,.mat,2125079,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/59627.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,59627,.mat,2069414,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/59485.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,59485,.mat,2138345,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/59690.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,59690,.mat,2140921,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/60403.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,60403,.mat,2066791,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/60031.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,60031,.mat,2117120,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/60129.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,60129,.mat,2121664,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/59861.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,59861,.mat,2139754,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/60195.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,60195,.mat,2147102,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/60644.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,60644,.mat,2082915,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_US06/60710.mat,Processed Data,25,DV_US06,variable-current drive-cycle discharge,60710,.mat,2056655,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/59294.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,59294,.mat,3811846,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/59485.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,59485,.mat,3815634,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/59627.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,59627,.mat,3783088,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/60129.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,60129,.mat,3777700,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/59690.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,59690,.mat,3817001,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/60031.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,60031,.mat,3787987,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/59861.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,59861,.mat,3813000,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/60195.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,60195,.mat,3800282,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/60403.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,60403,.mat,3802257,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/60644.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,60644,.mat,3801649,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/DV_WLTP/60710.mat,Processed Data,25,DV_WLTP,variable-current drive-cycle discharge,60710,.mat,3782559,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/59294.mat,Processed Data,25,EIS_test,measured impedance target,59294,.mat,3313,3.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/59485.mat,Processed Data,25,EIS_test,measured impedance target,59485,.mat,3335,3.3 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/59627.mat,Processed Data,25,EIS_test,measured impedance target,59627,.mat,4290,4.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/60031.mat,Processed Data,25,EIS_test,measured impedance target,60031,.mat,4262,4.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/59690.mat,Processed Data,25,EIS_test,measured impedance target,59690,.mat,3319,3.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/59861.mat,Processed Data,25,EIS_test,measured impedance target,59861,.mat,3315,3.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/60403.mat,Processed Data,25,EIS_test,measured impedance target,60403,.mat,4265,4.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/60129.mat,Processed Data,25,EIS_test,measured impedance target,60129,.mat,4254,4.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/60195.mat,Processed Data,25,EIS_test,measured impedance target,60195,.mat,3351,3.3 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/60644.mat,Processed Data,25,EIS_test,measured impedance target,60644,.mat,3326,3.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/EIS_test/60710.mat,Processed Data,25,EIS_test,measured impedance target,60710,.mat,4244,4.1 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/59294.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,59294,.mat,1438072,1.4 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/59485.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,59485,.mat,1450624,1.4 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/59690.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,59690,.mat,1440505,1.4 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/59861.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,59861,.mat,1431831,1.4 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/59627.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,59627,.mat,1611219,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/60195.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,60195,.mat,1444776,1.4 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/60644.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,60644,.mat,1425889,1.4 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/60129.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,60129,.mat,1614507,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/60403.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,60403,.mat,1610315,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/60031.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,60031,.mat,1615591,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_1C/60710.mat,Processed Data,25,HPPC_1C,RPT-like pulse characterization,60710,.mat,1586012,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/59294.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,59294,.mat,1420067,1.4 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/59485.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,59485,.mat,1568557,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/59690.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,59690,.mat,1423754,1.4 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/59627.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,59627,.mat,1694829,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/60644.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,60644,.mat,1400803,1.3 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/60195.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,60195,.mat,1550712,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/59861.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,59861,.mat,1545443,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/60031.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,60031,.mat,1711390,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/60129.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,60129,.mat,1712922,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/60403.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,60403,.mat,1708009,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_25C/HPPC_C3/60710.mat,Processed Data,25,HPPC_C3,RPT-like pulse characterization,60710,.mat,1681170,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/59485.mat,Processed Data,40,C20_Charge,low-rate charge characterization,59485,.mat,1135220,1.1 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/59294.mat,Processed Data,40,C20_Charge,low-rate charge characterization,59294,.mat,1124571,1.1 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/59627.mat,Processed Data,40,C20_Charge,low-rate charge characterization,59627,.mat,1087093,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/59690.mat,Processed Data,40,C20_Charge,low-rate charge characterization,59690,.mat,1131255,1.1 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/59861.mat,Processed Data,40,C20_Charge,low-rate charge characterization,59861,.mat,1130055,1.1 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/60031.mat,Processed Data,40,C20_Charge,low-rate charge characterization,60031,.mat,1091087,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/60403.mat,Processed Data,40,C20_Charge,low-rate charge characterization,60403,.mat,1078773,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/60195.mat,Processed Data,40,C20_Charge,low-rate charge characterization,60195,.mat,1136882,1.1 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/60129.mat,Processed Data,40,C20_Charge,low-rate charge characterization,60129,.mat,1093660,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/60644.mat,Processed Data,40,C20_Charge,low-rate charge characterization,60644,.mat,1070968,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_charge/60710.mat,Processed Data,40,C20_Charge,low-rate charge characterization,60710,.mat,1078296,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/59294.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,59294,.mat,1082256,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/59485.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,59485,.mat,1092895,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/59627.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,59627,.mat,1047344,1022.8 KB
